country,continent,lifeExp,pop,gdpPercap
"UTTI2978 -. Uttiedius (Tedius 1, RE 5A.1.106-7) L. f. Afer",Violent,46,46,-29
CORN2816 C. Cornelius (164) Cn. f. Gallus,Violent,43,43,-26
AELI1006 P. Aelius (101) Q. f. P. n. Paetus,Normal,65,65,-174
CORN1023 L. Cornelius (188) L. f. L. n. Lentulus,Normal,52,52,-173
AEMI1024 L. Aemilius (109) Papus,Normal,53,53,-172
VETU1031 Ti. Veturius (22) L. f. L. n. Philo,Normal,46,46,-204
QUIN1041 P. Quinctilius (12) P. f. Varus,Normal,81,81,-169
FABI1053 Q. Fabius (104) Q. f. Q. n. Maximus,Normal,23,23,-196
SULP1060 C. Sulpicius (49) Galba,Normal,31,31,-199
AEMI1067 M. Aemilius (68) M. f. M. n. Lepidus,Normal,78,78,-152
GENU0108 Cn. Genucius (4),Normal,52,52,-473
PORC1084 P. Porcius (19) Pap. Laeca,Normal,86,86,-164
CORN1090 Cn. Cornelius (346) Cn. f. L. n. Scipio Hispallus,Normal,44,44,-176
SEMP1092 C. Sempronius (90) Tuditanus,Normal,54,54,-196
"FABI1097 Q. Fabius (31, 57) (Buteo)",Normal,54,54,-196
CLAU1125 C. Claudius (300) Ap. f. P. n. Pulcher,Normal,53,53,-167
"MANL1128 P. Manlius (31, cf. Manilius 2) (Vulso)",Normal,95,95,-180
AEMI1134 L. Aemilius (114) L. f. M. n. Paullus Macedonicus,Normal,68,68,-160
SEMP1157 M. Sempronius (95) M. f. C. n. Tuditanus,Normal,51,51,-174
POST1170 Sp. Postumius (44) L. f. A. n. Albinus,Normal,39,39,-180
AEMI1185 M. Aemilius (129) (Regillus),Normal,35,35,-190
FABI1188 Q. Fabius (127) Q. f. Pictor,Normal,63,63,-167
CALP1222 C. Calpurnius (62) C. f. C. n. Piso,Normal,50,50,-180
"CLAU1229 M. Claudius (223, 224) M. f. M. n. Marcellus",Normal,61,61,-169
DECI1239 C. Decimius (9) Flavus,Normal,45,45,-184
SEMP1241 P. Sempronius (65) Longus,Normal,42,42,-183
POST0125 Sp. Postumius (52b) A. f. P. n. Albus Regillensis,Normal,86,86,-439
FURI0127 Sp. Furius (71) Medullinus Fusus,Normal,47,47,-453
MINU1277 Ti. Minucius (43) Molliculus,Normal,45,45,-180
SERV0129 P. Servilius (73) Sp. f. P. n. Priscus,Normal,37,37,-463
AEBU0130 L. Aebutius (11) T. f. T. n. Helva,Normal,37,37,-463
CLAU1318 M. Claudius (225) M. f. M. n. Marcellus,Normal,60,60,-148
"VALE0132 M'. Valerius (67, cf. 243) (Maximus)",Normal,37,37,-463
FURI1323 L. Furius (77) Philus,Normal,39,39,-170
FABI1341 N. Fabius (56) Buteo,Normal,52,52,-173
CORN1362 P. Cornelius (202) L. f. L. n. Lentulus,Normal,84,84,-121
DOMI1366 Cn. Domitius (19) Cn. f. L. n. Ahenobarbus,Normal,75,75,-125
IUVE1387 M'. Iuventius (30) T. f. T. n. Pap. Thalna,Normal,62,62,-163
CORN1396 P. Cornelius (353) P. f. Cn. n. Scipio Nasica Corculum,Normal,64,64,-141
CORN1415 L. Cornelius (324) Scipio,Normal,39,39,-161
SULP1417 Ser. Sulpicius (58) Ser. f. P. n. Galba,Normal,61,61,-130
FABI1422 Q. Fabius (109) Q. f. Q. n. Maximus Aemilianus,Normal,59,59,-130
CAEC1424 Q. Caecilius (94) Q. f. L. n. Metellus Macedonicus,Normal,75,75,-115
PORC1433 M. Porcius (14) M. f. M. n. Cato Licinianus,Normal,48,48,-152
CASS1439 Q. Cassius (69) L. f. Q. n. Longinus,Normal,36,36,-164
CLAU1452 Ap. Claudius (295) Cn. f. Ap. n. Pulcher,Normal,49,49,-130
FURI0146 -. (Furius?) (3.1968) Carve(tus),Normal,42,42,-458
CORN1465 L. Cornelius (224) Cn. f. L. n. Lentulus Lupus,Normal,75,75,-124
VALE1466 L. Valerius (174) L. f. P. n. Flaccus,Normal,47,47,-152
CLAU1481 C. Claudius (106) Centho,Normal,45,45,-155
LICI1500 P. Licinius (72) P. f. P. n. Crassus Dives Mucianus,Normal,39,39,-130
CORN1504 P. Cornelius (335) P. f. P. n. Scipio Africanus Aemilianus,Normal,56,56,-129
CORN1513 P. Cornelius (354) P. f. P. n. Scipio Nasica Serapio,Normal,48,48,-132
MUCI1567 P. Mucius (17) P. f. Q. n. Scaevola,Normal,66,66,-114
CORN1568 L. Cornelius (192) P. f. L. n. Lentulus,Normal,45,45,-130
CLAU1579 M. Claudius (26) (Marcellus),Normal,38,38,-137
RUPI1591 P. Rupilius (5) P. f. P. n.,Normal,54,54,-131
FABI1594 Q. Fabius (110) Q. Aemiliani f. Q. n. Maximus Allobrogicus,Normal,64,64,-100
RUTI1596 P. Rutilius (34) P. f.  Rufus,Normal,83,83,-75
PERP1600 M. Perperna (4) M. f. L. n.,Normal,46,46,-129
MUCI1613 Q. Mucius (21) Q. f. Q. n. Scaevola 'Augur',Normal,83,83,-87
QUIN0163 Sex. Quinctilius (15) Sex. f. P. n.,Normal,47,47,-453
"DOMI1630 Cn. Domitius (20, Supb. 3.349) Cn. f. Cn. n. Ahenobarbus",Normal,66,66,-103
OPIM1639 L. Opimius (4) Q. f. Q. n.,Normal,118,118,-57
AEMI1645 M. Aemilius (140) M. f. L. n. Cam. Scaurus,Normal,74,74,-88
CAEC1649 L. Caecilius (91) L. f. Q. n. Metellus Delmaticus,Normal,58,58,-103
HORA0165 C. (or M.) Horatius (13) M. f. M. n. Pulvillus,Normal,57,57,-453
LIVI1651 M. Livius (17) C. f. M. n. Drusus,Normal,46,46,-109
PORC1656 M. Porcius (10) M. f. M. n. Pap. Cato,Normal,57,57,-118
"MARI1660 C. Marius (14, Supb. 6) C. f. C. n. Cor.",Normal,72,72,-86
LICI1679 L. Licinius (55) L. f. C. n. Crassus,Normal,49,49,-91
CORN1695 P. Cornelius (355) P. f. P. n. Scipio Nasica Serapio,Normal,43,43,-111
CORN1746 L. Cornelius (392) L. f. P. n. Sulla Felix ('Epaphroditus'),Normal,60,60,-78
AURE1749 L. Aurelius (181) L. f. L. n. Orestes,Normal,47,47,-103
CLAU1753 C. Claudius (302) Ap. f. C. n. Pulcher,Normal,50,50,-91
DOMI1763 Cn. Domitius (21) Cn. f. Cn. n. Ahenobarbus,Normal,50,50,-89
POMP1767 Cn. Pompeius (45) Sex. f. Cn. n. Strabo 'Menogenes',Normal,45,45,-87
POMP1781 A. Pompeius (3),Normal,48,48,-102
MENE0018  Menenius (12) C. f. - n. Lanatus,Normal,57,57,-493
PORC1806 M. Porcius (12) Pap. Cato,Normal,32,32,-98
CLAU1807 Ap. Claudius (296) Ap. f. C. n. Pulcher,Normal,74,74,-76
SERV1814 P. Servilius (93) C. f. M. n. Vatia Isauricus,Normal,90,90,-44
"VALE1815 L. Valerius (176, 177) L. f. L. n. Flaccus",Normal,68,68,-71
PERP1826 M. Perperna (5) M. f. M. n.,Normal,99,99,-49
IULI1828 Sex. Iulius (151) C. f. L.? n. Caesar,Normal,35,35,-90
SEST1854 L. Sestius (2),Normal,94,94,-56
AEMI1865 Mam. Aemilius (80) Mam. f. Lepidus Livianus,Normal,60,60,-59
AURE1866 C. Aurelius (96) M. f. Cotta,Normal,51,51,-73
SCRI1876 C. Scribonius (10) C. f. Curio 'Burbuleius',Normal,66,66,-53
VARI1877 Q. Varius (7) Severus Hybrida Sucronensis,Normal,41,41,-83
CAEC1889 Q. Caecilius (98) Q. f. L. n. Metellus Pius,Normal,65,65,-64
HORT1902 Q. Hortensius (13) L. f. Hortalus,Normal,64,64,-50
LICI1903 L. Licinius (104) L. f. L. n. Lucullus Ponticus,Normal,61,61,-56
MINU1934 L. Minucius (37) L. f. Vel. Basilus,Normal,55,55,-70
LUTA1949 Q. Lutatius (8) Q. f. Q. n. Catulus,Normal,60,60,-59
"TERE1963 M. Terentius (84, Supb. 6.1172ff) Qui. Varro Reatinus",Normal,89,89,-27
PUPI1974 M. Pupius (10) M. f. Piso Frugi Calpurnianus,Normal,68,68,-46
ANTO1984 Q. Antonius (41) Balbus,Normal,43,43,-82
AEMI1993 M. Aemilius (72) Q. f. M. n. Pal. Lepidus,Normal,48,48,-77
VISE2027 C. Visellius (3) C. f. Qui. Varro,Normal,47,47,-58
CORN2035 L. Cornelius (374) Sisenna,Normal,51,51,-67
OCTA2036 L. Octavius (26) Cn. f. Cn. n.,Normal,51,51,-74
CAEC2040 Q. Caecilius (86) Q. f. Q. or L.? n. Metellus Celer,Normal,40,40,-59
PEDU2042 Sex. Peducaeus (5),Normal,80,80,-45
IULI2044 L. Iulius (143) L. f. L. n. Caesar,Normal,70,70,-40
CORN2048 -. Cornelius (318) Scipio,Normal,48,48,-77
MANL2049 Q. Manlius (34),Normal,56,56,-69
AUTR2070 P. Autronius (7) L. f. Paetus,Normal,62,62,-46
ANTO2077 M. Antonius (29) M. f. Creticus,Normal,54,54,-71
"CORN2082 Cn. Cornelius (228, 24) P. f. Lentulus Marcellinus",Normal,55,55,-45
SULP2088 Ser. Sulpicius (95) Q. f. Lem. Rufus,Normal,63,63,-43
ARRI2098 Q. Arrius (7) Aem.,Normal,53,53,-72
ACIL2119 M'. Acilius (38) M'. f. M'. n. Glabrio,Normal,57,57,-54
IUNI2120 D. Iunius (163) M. f. Silanus,Normal,51,51,-56
CLAU2140 Ap. Claudius (297) Ap. f. Ap. n. Pulcher,Normal,49,49,-48
CAEC2150 L. Caecilius (74) C. f. Q. n. Metellus,Normal,82,82,-68
MARC2151 Q. Marcius (92) Q. f. Q. n. Rex,Normal,64,64,-61
"SULP2179 P. Sulpicius (55, cf. 48) Galba",Normal,52,52,-47
MUCI2191 P. Mucius (18) Q. f. P. n. Scaevola Cordus,Normal,43,43,-57
QUIN2192 Sex. Quinctilius (16) (Varus),Normal,36,36,-64
VOLU2195 P. Volumnius (6),Normal,54,54,-56
CORN2196 L. Cornelius (234) Lentulus Niger,Normal,44,44,-56
MANL2198 L. Manlius (80) L. f. L. n. Torquatus,Normal,43,43,-46
MANL2205 L. Manlius (79) L. f. Torquatus,Normal,64,64,-46
MARC2226 C. Marcius (63) C. f. C. n. Figulus,Normal,56,56,-44
GABI2234 A. Gabinius (11) A. f. - n.,Normal,53,53,-47
PLAU2265 P. Plautius (23) Hypsaeus,Normal,56,56,-44
CALP2272 M. Calpurnius (28) C. f. Bibulus,Normal,54,54,-48
COSC2286 C. Cosconius (4),Normal,44,44,-59
VATI2297 P. Vatinius (3) P. f. Ser.,Normal,54,54,-41
SULP0023 Ser. Sulpicius (35) P. f. - n. Camerinus Cornutus,Normal,87,87,-463
DOMI2313 Cn. Domitius (43) M. f. M. n. Men. Calvinus,Normal,69,69,-20
SULP2316 Ser. Sulpicius (61) Ser. n. Galba,Normal,46,46,-43
FUFI2321 Q. Fufius (10) Q. f. C. n. Pob. Calenus,Normal,85,85,-40
AEMI2341 M. Aemilius (73) M. f. Q. n. Lepidus,Normal,77,77,-13
NIGI2349 P. Nigidius (3) Figulus,Normal,55,55,-45
CALP2366 C. Calpurnius (93) L. f. Piso Frugi,Normal,32,32,-57
PEDI2370 Q. Pedius (1) M. f.,Normal,57,57,-43
PINA2373 L. Pinarius (19) Natta,Normal,44,44,-56
CALI2375 M. Calidius (4),Normal,50,50,-47
FABI2379 Q. Fabius (108) Q. f. Q. n. Maximus (Sanga?),Normal,55,55,-45
CLAU2396 C. Claudius (216) C. f. M. n. Marcellus,Normal,60,60,-40
CLAU2397 C. Claudius (217) M. f. M. n. Marcellus,Normal,56,56,-44
CANI2401 L. Caninius (3) Pol. Gallus,Normal,56,56,-44
SALL2429 C. Sallustius (10) Qui. Crispus,Normal,51,51,-35
SERV0244 Q. Servilius (75) P. f. Sp. n. Ser. Priscus Fidenas,Normal,85,85,-390
CASS2481 Q. Cassius (70) Longinus,Normal,32,32,-47
LIGA2506 Q. Ligarius (4) Ser.,Normal,70,70,-30
FURN2521 C. Furnius (3),Normal,78,78,-17
ANTI2522 T. Antistius (22),Normal,53,53,-47
VALE2536 M. Valerius (268) M. f. Lem. Messalla Rufus,Normal,93,93,-26
ASIN2553 C. Asinius (25) Cn. f. Arn. Pollio,Normal,80,80,4
CLAU2571 Ti. Claudius (254) Ti. f. Ap. n. Nero,Normal,56,56,-33
POST0258 Sp. Postumius (52) Sp.? f. A.? n. Albus (Regillensis),Normal,71,71,-439
IULI2597 C. Iulius (132) C. f. C. n. Fab. Caesar Octavianus = C. Octavius C. f. Sca. Thurinus (or Caepias),Normal,77,77,14
TILL2634 L. Tillius (5) Cimber,Normal,70,70,-30
VENT2638 P. Ventidius (5) P. f. Fab. Bassus,Normal,61,61,-37
"SERV2686 -. (Servilius) (52, cf. 53) Casca",Normal,33,33,-42
OCTA2697 M. Octavius (71) Ser. Marsus,Normal,32,32,-43
DOMI2699 Cn. Domitius (23) L. f. Cn. n. Ahenobarbus,Normal,44,44,-31
SERV2720 P. Servilius (53) Casca Longus,Normal,33,33,-42
HORA2731 Q. Horatius (10) Flaccus,Normal,57,57,-8
CALP2739 L. Calpurnius (27) Bibulus,Normal,43,43,-32
CANI2741 P. Canidius (2) P. f.  Crassus,Normal,45,45,-30
LOLL2749 M. Lollius (11) Paullinus,Normal,73,73,-2
VALE2758 M. Valerius (261) M. f. M. n. Messalla Corvinus,Normal,77,77,13
VIPS2808 M. Vipsanius (2) L. f. Agrippa,Normal,52,52,-12
SEMP2823 L. Sempronius (26) L. f. L. n. Fal. Atratinus,Normal,80,80,7
MAEC2850 C. Maecenas (6) Pom.,Normal,67,67,-8
OCCI2857  Occia (3),Normal,58,58,19
OPPI2859 M. Oppius (15) M. f.,Normal,40,40,-35
AEMI2895 L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus,Normal,56,56,-13
VALE2913 M. Valerius (255) M. f. Messalla,Normal,60,60,-20
IUNI2929 L. Iunius (165) M. f. D. n. Silanus,Normal,47,47,-12
"AELI2943 C. (or L.) Aelius (103, cf. 148, 149) Tubero",Normal,34,34,-216
CEST2947 C. Cestius (7) L. f. Pob. Epulo,Normal,38,38,-12
SERV2973 C. Servilius (91) M. f. M. n. Vatia,Normal,64,64,-95
VALE0003 P. Valerius (302) Volus. f. - n. Poplicola,Normal,47,47,-503
CAEP3041 C. Caepasius (1),Normal,53,53,-48
"TULL3062 -. Tullius (49, cf. 9) Ste. Rufus",Normal,54,54,-46
PLAE3232 -. Plaetorius (19) Rustianus (or Cestianus),Normal,51,51,-49
IULI0325 C. Iulius (295) Sp. f. Vopisci n. Iullus,Normal,57,57,-393
CAEC3310 -. Caecilius (not in RE),Normal,45,45,-30
AUFU3311 C. Aufustius (not in RE),Normal,32,32,-43
ANNI3325 P. Annius (31) Asellus,Normal,50,50,-75
AQUI3328 -. Aquillius (19) Florus,Normal,44,44,-31
AQUI3329 -. Aquillius (cf. 19) (Florus?),Normal,94,94,-31
CLAU0335 Ap. Claudius (122) P. f. Ap. n. Crassus Inregillensis,Normal,101,101,-349
FURI0340 M. Furius (44) L. f. Sp. n. Camillus,Normal,83,83,-365
PUBL3505 C. Publicius (19) C. f. Malleolus,Normal,70,70,-80
IUVE3587 M.? Iuventius (not in RE) Laterensis,Normal,71,71,-54
VALE0037 M'. Valerius (243) Volus. f. Maximus,Normal,62,62,-463
POST0382 Sp. Postumius (61) Albinus Regillensis,Normal,45,45,-380
QUIN3824 L. Quinctius (42),Normal,53,53,-226
RUBR3831 -. Rubrius (23) Ruga,Normal,45,45,-30
FULV3865 Q. Fulvius (62) Flaccus,Normal,79,79,-121
CORN3873  Cornelia (413),Normal,82,82,-68
IULI3874  Iulia (547),Normal,19,19,-54
ATIA3884  Atia (34) maior,Normal,82,82,-43
PORC3890  Porcia (28),Normal,82,82,-43
FULV3893  Fulvia (113),Normal,85,85,-40
SCRI3902  Scribonia (31),Normal,89,89,-36
CLAU3911 M. Claudius (230) Marcellus,Normal,77,77,-23
AEMI3913 M. Aemilius (104) Lepidus,Normal,95,95,-30
SERV3917 Q. Servilius (40-42) Caepio,Normal,58,58,-67
LICI3918 M. Licinius (109) Lucullus,Normal,94,94,-56
TULL3928  Tullia (60),Normal,34,34,-45
CAEC3929  Caecilia (134) Metella,Normal,96,96,-79
IULI3948  Iulia (541),Normal,81,81,-69
LIVI3949  Livia (35),Normal,83,83,-92
CLAU3950 Ti. Claudius (Iulius 154) Nero,Normal,79,79,37
LICI3951 C. Licinius (113) Macer Calvus,Normal,29,29,-53
QUIN3952  Quinctilia (19),Normal,97,97,-53
IUNI3963  Iunia (206) Tertia,Normal,97,97,22
POMP3965 T. Pomponius (102) Atticus,Normal,78,78,-32
CAEC3978  Caecilia (124c),Normal,90,90,-42
CAEC3979 Q. Caecilius (23),Normal,42,42,-58
CAEC3980  Caecilia (78) Attica = Pomponia Attica,Normal,97,97,-28
CORN3987 -. Cornelius (B) Dolabella,Normal,76,76,-49
CORN3989 -. Cornelius (172a) Lentulus,Normal,80,80,-45
LUCR0004 Sp. Lucretius (30) T. ? f. - n. Tricipitinus,Normal,41,41,-509
LICI4000 P. Licinius (62) Crassus Dives,Normal,88,88,-87
PORC4012  Porcia (27),Normal,80,80,-45
LICI4080 M. Licinius (110) Lucullus,Normal,22,22,-42
TULL4081 L. Tullius (26) Cor. Cicero,Normal,82,82,-68
TULL4093 M. Tullius (28) Cor. Cicero,Normal,111,111,-64
TERE4103 M. Terentius (90) Varro Lucullus,Normal,94,94,-56
IUVE4119 -. Iuventius (A) Laterensis,Normal,96,96,-54
TREB4150 P. Trebonius (12),Normal,52,52,-73
IULI4174  Iulia (550),Normal,53,53,14
LIVI4192  Livia (37),Normal,87,87,29
CLAU4194 -. Claudius (139) Drusus,Normal,29,29,-9
DOMI4195 L. Domitius (28) Ahenobarbus,Normal,100,100,25
PAPI4201  Papiria (78),Normal,91,91,-159
AURE4258  Aurelia (248),Normal,96,96,-54
CLAU4311 -. Claudius (290) Pulcher,Normal,83,83,-42
FABI4328 -. Fabius (102) Maximus,Normal,60,60,14
SALL4329 C. Sallustius (11) Crispus,Normal,95,95,20
VALE4355 M. Valerius (264) Messalla Messallinus,Normal,57,57,21
AELI4530 L. Aelius (144) Mae. Stilo Praeconinus,Normal,80,80,-74
TREB4537 C. Trebatius (7) Testa,Normal,80,80,-4
VALE4538 C. Valerius (123) Catullus,Normal,30,30,-54
VETT4539 L. Vettius (6) Vel.,Normal,26,26,-63
LABE4542 D. Laberius (3),Normal,63,63,-43
PORC4543 M. Porcius (2) Pap. Cato,Normal,85,85,-149
ALBI4545 -. Albius (10) Clu. Oppianicus,Normal,56,56,-69
CORF4549 L. Corfidius (2) Clu.,Normal,56,56,-44
POMP4552 T. Pomponius (Supp. 8 T. Pomponius Atticus),Normal,37,37,-88
SPUR4607 M. Spurius (2),Normal,45,45,-30
COEL4646 P. Coelius (not in RE) P. f. Etruscus,Normal,54,54,-51
CORN4649 P. Cornelius (22) P. f. P. n. Scipio,Normal,25,25,-170
FUND4653 L. Fundilius (2),Normal,44,44,-56
HERE4657 M. Herennius (46) Siculus,Normal,79,79,-121
PAPI4665 C. Papirius (57) C. f. L. n. Maso,Normal,62,62,-213
"POMP4667 Cn. Pompeius (7, 112) Q. f. Arn.",Normal,84,84,14
"PUBL4669  Publicia (26, Publilia 16)",Normal,46,46,-154
VOLC4678 C. Volcatius (Vulcanius 1) C. f.,Normal,56,56,-44
DOMI4693  Domitia (102) Lepida,Normal,79,79,54
CORN4703 -. Cornelius (5),Normal,81,81,-44
POST0485 -. Postumius (59) Regillensis Albinus,Normal,35,35,-365
SEXT5126 -. Sextius (33) Naso,Normal,45,45,-30
ATIL5135 -. Atilius (cf. 6),Normal,83,83,-42
CORN0555 P. Cornelius (79) Calussa,Normal,71,71,-254
"CORN0563 P. Cornelius (316, cf. 315) P. f. Scapula",Normal,74,74,-301
VALE0570 M. Valerius (244) M. f. M. n. Maximus Corvinus,Normal,104,104,-271
MARC0601 C. Marcius (98) C. f. L. n. Rutilus Censorinus,Normal,80,80,-260
LIVI0624 M. Livius (11) - f. C. n. Denter,Normal,81,81,-294
MANL0637 T. Manlius (81) T. f. T. n. Torquatus,Normal,51,51,-299
CURI0641 M'. Curius (9) M'. f. M'. n. Cor. Dentatus,Normal,54,54,-270
HORT0664 Q. Hortensius (7),Normal,38,38,-287
VALE0682 P. Valerius (213) Laevinus,Normal,45,45,-280
CORU0683 Ti. Coruncanius (3) Ti. f. Ti. n. Pap.,Normal,68,68,-243
POST0690 L. Postumius (39) L. f. Albinus,Normal,75,75,-250
PAPI0695 L. Papirius (72) L. f. M. n. Praetextatus,Normal,53,53,-272
CLAU0702 Ap. Claudius (317) Ap. f. C. n. Russus,Normal,32,32,-268
FABI0712 Q. Fabius (116) Q. f. Q. n. Fal. Pup. Maximus Ovicula Verrucosus Cunctator,Normal,76,76,-203
POST0718 L. Postumius (56) L. f. L. n. Megellus,Normal,47,47,-253
CAED0735 Q. Caedicius (8) Q. f. Q. n.,Normal,44,44,-256
CLAU0744 P. Claudius (304) Ap. f. C. n. Pulcher,Normal,37,37,-246
CAEC0751 L. Caecilius (72) L. f. C. n. Metellus,Normal,79,79,-221
CORN0076 Ser. Cornelius (253) Maluginensis Tricostus,Normal,47,47,-453
POST0766 A. Postumius (30) A. f. L. n. Albinus,Normal,60,60,-215
LUTA0768 Q. Lutatius (13) C. f. C. n. Cerco,Normal,38,38,-236
CORN0780 L. Cornelius (211) L. f. Ti. n. Lentulus Caudinus,Normal,66,66,-213
CLAU0784 M. Claudius (115) Clineas,Normal,39,39,-236
AEMI0785 M'. Aemilius (103) M'. f. (Lepidus) Numida,Normal,39,39,-211
MANL0787 T. Manlius (82) T. f. T. n. Torquatus,Normal,77,77,-202
CARV0789 Sp. Carvilius (10) Sp. f. C. n. Maximus (Ruga),Normal,61,61,-211
CORN0790 P. Cornelius (42),Normal,41,41,-234
POMP0791 M'. Pomponius (17) M'. f. M'. n. Matho,Normal,64,64,-211
AEMI0792 M. Aemilius (66) M. f. M. n. Lepidus,Normal,61,61,-216
VALE0807 M. Valerius (211) P. f. P. n. Laevinus,Normal,54,54,-200
FURI0814 P. Furius (80) Sp. f. M. n. Philus,Normal,36,36,-214
CORN0815 M. Cornelius (92) M. f. M. n. Cethegus,Normal,54,54,-196
"FABI0082 M. Fabius (160, cf. 159) K. f. - n. Vibulanus",Normal,48,48,-477
MUCI0822 Q. Mucius (19) P. f. Scaevola,Normal,41,41,-209
VETU0824 L. Veturius (19) L. f. Post. n. Philo,Normal,51,51,-209
FURI0828 L. Furius (36) Bibaculus,Normal,30,30,-220
FURI0831 -. Furius (cf. 36) Bibaculus,Normal,79,79,-221
SEMP0833 Ti. Sempronius (66) C. f. C. n. Longus,Normal,40,40,-210
"OPPI0084  Oppia (36, cf. Opimia 13)",Normal,17,17,-483
POMP0853 M. Pomponius (18) M'. f. M'. n. Matho,Normal,71,71,-204
AEMI0854 M. Aemilius (128) Regillus,Normal,45,45,-205
OTAC0856 T. Otacilius (12) Crassus,Normal,48,48,-211
AURE0870 M. Aurelius (103) Cotta,Normal,50,50,-200
CORN0877 Cn. Cornelius (176) L. f. L. n. Lentulus,Normal,55,55,-184
CORN0878 P. Cornelius (336) P. f. L. n. Scipio Africanus Maior,Normal,52,52,-183
FABI0879 Q. Fabius (103) Q. f. Q. n. Maximus,Normal,45,45,-204
AELI0889 Q. Aelius (103) P. f. Paetus,Normal,34,34,-216
SCAN0890 P. Scantinius (2),Normal,34,34,-216
PORC0907 M. Porcius (9) M. f. Pap. Cato 'Censorius',Normal,85,85,-149
VERG0091 T. Verginius (22) Opet. f. Opet. n. Tricostus Rutilus,Normal,47,47,-463
SERV0919 Cn. Servilius (44) Cn. f. Cn. n. Caepio,Normal,63,63,-174
SERV0092 C. Servilius (87) Structus Ahala,Normal,47,47,-478
PAPI0921 C. Papirius (58) L. f. Maso,Normal,37,37,-213
LICI0926 P. Licinius (69) P. f. P. n. Crassus Dives,Normal,52,52,-183
VALE0930 L. Valerius (173) P. f. L. n. Flaccus,Normal,49,49,-180
SERV0931 C. Servilius (60) C. f. P. n. Geminus,Normal,60,60,-180
CORN0938 L. Cornelius (187) Lentulus,Normal,78,78,-172
LIVI0952 C. Livius (29) M. f. M. n. Salinator,Normal,65,65,-170
MARC0975 M. Marcius (20),Normal,59,59,-210
SEMP0976 Ti. Sempronius (67) Ti. f. C. n. Longus,Normal,56,56,-174
QUIN0977 L. Quinctius (43) T. f. L. n. Flamininus,Normal,59,59,-170
CORN0980 Cn. Cornelius (131) Dolabella,Normal,70,70,-180
AEMI0981 M. Aemilius (111) Papus,Normal,40,40,-210
MAMI0982 C. Mamilius (5) Atellus,Normal,51,51,-174
SULP0987 Ser. Sulpicius (56) Ser. f. P. n. Galba,Normal,51,51,-199
LAEL0992 C. Laelius (2) C. f. C. n.,Normal,84,84,-151
VALE0993 C. Valerius (166) P. f. L. n. Flaccus,Normal,55,55,-174
CLAU0997 M. Claudius (222) M. f. M. n. Marcellus,Normal,52,52,-177
ACIL1063 M'. Acilius (35) C. f. L. n. Glabrio,Attested,53,53,-175
STER1086 L. Stertinius (5),Attested,75,75,-175
CLAU1095 Ap. Claudius (245) Nero,Attested,75,75,-175
FABI1117 Q. Fabius (91) Q. f. Q. n. Labeo,Attested,119,119,-100
CORN1137 Cn. Cornelius (265) Merenda,Attested,50,50,-175
POST1172 A. Postumius (46) A. f. A. n. Albinus (Luscus),Attested,119,119,-100
AEMI1175 L. Aemilius (127) Regillus,Attested,50,50,-175
AURU1177 L. Aurunculeius (4),Attested,50,50,-175
SEMP1182 Ti. Sempronius (53) P. f. Ti. n. Gracchus,Attested,120,120,-100
SERV1266 M. Servilius (18) M. f. C. n.,Attested,99,99,-100
CORN1285 P. Cornelius (331) P. f. P. n. Scipio,Attested,65,65,-150
"FULV1286 Q. Fulvius (29, cf. 95) M. f. Nobilior",Attested,121,121,-75
CLOE1287 P. Cloelius (9) Siculus,Attested,100,100,-125
SULP1336 C. Sulpicius (50) C. f. Galba,Attested,110,110,-100
VETU1337 Ti. Veturius (23) Gracchus Sempronianus,Attested,100,100,-100
MANL1384 T. Manlius (83) A. f. T. n. Torquatus,Attested,124,124,-75
CANI1392 M. Caninius (12) Rebilus,Attested,75,75,-150
"ANNI1404 T. Annius (63, 64) T. f. Luscus",Attested,71,71,-125
QUIN1449 T. Quinctius (46) T. f. T. n. Flamininus,Attested,89,89,-100
VALE1460 M. Valerius (253) M. f. M. n. Messalla,Attested,104,104,-100
OPIM1476 Q. Opimius (10) Q. f. Q. n.,Attested,100,100,-100
LAEL1524 C. Laelius (3) C. f. C. n. Men. Sapiens,Attested,65,65,-125
IUNI1533 M. Iunius (49) M. f. M. n. Brutus,Attested,54,54,-125
AEMI1553 M. Aemilius (83) M. f. M. n. Lepidus Porcina,Attested,80,80,-100
VETU0157 C. Veturius (10) P. f. - n. Cicurinus,Attested,100,100,-400
SULP1718 Ser. Sulpicius (59) Ser. f. Ser. n. Galba,Attested,101,101,-50
FLAV1743 C. Flavius (87) C. f. Fimbria,Attested,79,79,-75
MARC1764 L. Marcius (75) Q. f. Q. n. Philippus,Attested,111,111,-25
POST1800 L. Postumius (43) L. f. Sp. n. Albinus,Attested,99,99,-50
GELL1822 L. Gellius (17) L. f. L. n. Tro. Poplicola,Attested,85,85,-50
CLAU1851 M. Claudius (227) M. f. Arn. Marcellus,Attested,75,75,-50
GABI1891 P. Gabinius (13),Attested,130,130,0
VOLU1910 L. Volumnius (3) L. f. Ani.,Attested,75,75,-50
RABI1912 C. Rabirius (5) C. f. Gal.,Attested,125,125,0
FONT1965 M. Fonteius (12) Pap.,Attested,75,75,-50
TERE1982 M. Terentius (Licinius 109) M. f. Varro Lucullus,Attested,116,116,0
